employee_id,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,departemen,lama_bekerja_tahun,tipe_perusahaan,status_wfh,jam_kerja_per_hari,jam_lembur_per_hari,jam_tidur_per_hari,kualitas_tidur,frekuensi_olahraga_per_minggu,jam_layar_per_hari,tingkat_stres,kepuasan_kerja,work_life_balance,produktivitas_diri,dukungan_atasan,frekuensi_meeting_per_hari,jumlah_deadline_per_minggu,beban_kerja_persepsi,status_merokok,riwayat_kesehatan_mental,keluhan_fisik_utama,keamanan_pekerjaan,frekuensi_konflik_kerja,tingkat_burnout_label
EMP02695,Perempuan,34.0,S1,Belum Menikah,HR,0.2,BUMN,Ya,12.5,2.8,3.5,5.3,2.5,5.8,6.1,4.2,3.2,5.8,3.9,6.0,2.0,Berat,Ya,Kecemasan,Sakit Kepala,Khawatir,7.8,High
EMP01039,Laki-laki,20.0,S2,Belum Menikah,Data,7.8,Freelance,Tidak,37.67,1.6,6.4,3.4,4.3,7.7,6.7,6.0,7.1,5.7,,1.0,2.0,Sedang,Kadang,Tidak Ada,Nyeri Punggung,Cukup Aman,7.4,Medium
EMP02196,Laki-laki,31.0,S1,Menikah,Product,0.1,BUMN,Ya,7.1,2.5,9.6,9.2,1.6,5.2,-,7.3,7.2,6.2,5.6,0.0,1.0,Sangat Ringan,Tidak,Pernah Depresi,Tidak Ada,Aman,3.0,Low
EMP12290,,26.0,S1,Belum Menikah,Data,4.6,Freelance,Hybrid,8.8,0.0,8.0,8.7,4.7,6.4,2.4,6.9,6.4,9.2,6.6,2.0,1.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Aman,3.5,Low
EMP12403,Laki-laki,22.0,S1,Menikah,Engineering,1.2,Startup,Hybrid,9.0,0.1,5.2,7.2,2.3,5.9,6.4,5.7,5.8,4.3,4.6,1.0,2.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Aman,4.5,Medium
EMP16905,Perempuan,28.0,S1,Menikah,Marketing,1.4,Freelance,Tidak,10.4,2.3,4.7,4.0,2.2,7.6,8.7,3.1,5.1,3.7,4.0,6.0,5.0,Sangat Berat,Tidak,Kecemasan,Mata Lelah,Khawatir,,High
EMP08714,Laki-laki,27.0,S1,Menikah,Sales,4.8,BUMN,Tidak,7.2,0.9,7.7,6.5,4.5,5.6,4.2,9.9,7.2,6.1,5.6,3.0,2.0,Ringan,Kadang,Tidak Ada,Sakit Kepala,Sangat Aman,2.1,Low
EMP05342,Laki-laki,34.0,S2,Belum Menikah,Engineering,2.1,Startup,Tidak,9.2,0.1,6.8,5.1,5.5,6.7,2.4,,7.6,7.2,5.4,0.0,0.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1.0,Low
EMP07765,,35.0,D3,Menikah,Operations,1.4,Corporate,Ya,7.7,1.3,7.3,6.7,3.3,11.8,2.7,8.5,6.4,7.7,8.6,1.0,0.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1.9,Low
EMP00609,Laki-laki,31.0,S1,Menikah,Finance,2.7,Corporate,Tidak,10.2,2.6,6.6,5.0,4.4,6.3,6.1,5.0,4.3,6.4,4.8,3.0,0.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,4.3,Medium
EMP08826,Laki-laki,28.0,S1,Belum Menikah,Engineering,0.1,Swasta,Hybrid,11.8,4.1,4.8,5.3,2.8,5.5,9.6,4.9,1.7,3.6,2.2,6.0,2.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,6.9,High
EMP12080,Laki-laki,30.0,S1,Menikah,Data,2.5,BUMN,Tidak,6.0,2.3,7.6,7.5,4.2,12.0,2.5,8.8,10.0,5.6,6.2,3.0,0.0,Sedang,Kadang,Tidak Ada,Sakit Kepala,Aman,1.0,Low
EMP05833,Perempuan,26.0,S1,Belum Menikah,IT,20.0,Corporate,Ya,22.46,0.0,7.1,6.6,2.5,4.1,3.6,7.1,7.0,8.0,8.1,3.0,0.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,1.0,Low
EMP00970,Laki-laki,30.0,D3,Belum Menikah,IT,2.3,Freelance,Hybrid,9.0,1.6,4.5,6.2,1.5,2.0,6.8,2.9,3.2,5.8,3.3,2.0,3.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Aman,4.0,Medium
EMP06067,Laki-laki,25.0,S1,Belum Menikah,Engineering,0.5,BUMN,Ya,8.8,0.5,5.8,2.7,1.6,8.7,5.9,5.5,3.6,6.4,4.4,4.0,1.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4.2,Medium
EMP09042,Laki-laki,29.0,S2,Belum Menikah,Data,2.1,Swasta,Tidak,8.8,2.7,6.4,5.4,2.7,4.8,4.3,6.0,4.5,4.8,4.6,2.0,2.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,4.1,Medium
EMP09414,Laki-laki,36.0,SMA/SMK,Menikah,Engineering,0.8,BUMN,Hybrid,6.3,0.0,6.7,7.6,3.4,10.2,2.9,5.8,8.4,7.9,7.1,3.0,1.0,Sangat Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,1.7,Low
EMP17039,Laki-laki,26.0,S1,Belum Menikah,Product,1.0,Corporate,Hybrid,8.3,1.2,7.4,6.6,2.6,7.5,3.2,7.1,5.4,5.7,7.9,0.0,2.0,Ringan,Tidak,PERNAH DEPRESI,Tidak Ada,Sangat Aman,,Low
EMP05731,Perempuan,28.0,D3,Belum Menikah,,0.7,Corporate,Hybrid,6.7,0.0,6.2,7.6,3.6,5.6,4.8,7.4,5.7,7.1,5.1,1.0,1.0,Ringan,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,1.3,Low
EMP05762,Laki-laki,23.0,S2,Belum Menikah,Finance,0.8,Freelance,Hybrid,10.9,2.2,5.7,2.9,2.1,6.2,9.7,3.1,3.0,4.5,4.7,6.0,5.0,Sangat Berat,Ya,Kecemasan,Kelelahan,Khawatir,7.5,High
EMP01690,Laki-laki,31.0,S1,Belum Menikah,Operations,0.1,Freelance,Ya,8.7,0.0,7.5,7.8,2.9,11.5,4.0,5.6,9.0,6.6,4.8,2.0,2.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Aman,1.0,Low
EMP06226,Laki-laki,34.0,S1,Menikah,Engineering,2.6,BUMN,Tidak,9.5,2.0,6.8,5.6,2.3,6.0,5.9,5.5,6.8,5.2,7.0,3.0,2.0,Ringan,Ya,Tidak Ada,Tidak Ada,Aman,5.9,Medium
EMP01486,Laki-laki,31.0,S1,Belum Menikah,Finance,1.5,Corporate,Hybrid,9.0,3.1,6.1,5.2,2.5,7.9,6.6,6.5,6.7,6.9,6.1,3.0,4.0,Sedang,Ya,Tidak Ada,Nyeri Punggung,Cukup Aman,5.3,Medium
EMP15857,Laki-laki,29.0,S1,Menikah,Sales,1.3,Freelance,Ya,8.6,0.8,5.2,5.7,1.6,,6.8,5.7,7.2,6.1,4.8,3.0,4.0,Sedang,Ya,Pernah Depresi,Nyeri Punggung,Aman,6.0,Medium
EMP11217,Perempuan,26.0,S1,Menikah,HR,0.9,BUMN,Ya,9.4,1.1,7.6,8.3,4.0,7.8,4.5,6.7,7.5,7.0,7.3,0.0,1.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3.5,Low
EMP04130,Laki-laki,27.0,SMA/SMK,Menikah,Operations,5.8,Swasta,Tidak,10.7,3.3,5.4,4.3,0.0,8.2,9.3,2.7,2.2,4.1,4.2,5.0,4.0,Sangat Berat,kadang,Pernah Depresi,Kelelahan,Cukup Aman,5.8,High
EMP00102,Laki-laki,28.0,S1,Menikah,Product,8.7,BUMN,Tidak,10.8,3.7,4.6,4.3,1.2,8.9,9.2,5.4,6.4,3.8,3.4,4.0,3.0,Sedang,Kadang,Pernah Depresi,Kelelahan,Khawatir,8.1,High
EMP03766,Perempuan,29.0,S2,Menikah,Data,2.5,Corporate,Ya,9.8,1.0,6.0,5.6,4.5,7.2,8.0,6.4,4.0,6.2,4.5,2.0,1.0,Sedang,Tidak,Tidak Ada,Tidak Ada,cukup aman,4.7,Medium
EMP12646,Laki-laki,tidak tahu,SMA/SMK,Belum Menikah,Product,1.1,Corporate,Ya,10.7,4.6,4.4,5.4,0.4,8.7,8.8,4.2,2.8,5.4,3.4,5.0,4.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,6.4,High
EMP16628,,37.0,SMA/SMK,Menikah,Operations,1.8,Swasta,Ya,11.2,3.4,4.8,1.0,0.0,9.4,7.8,2.7,1.2,3.2,4.1,5.0,3.0,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Khawatir,8.6,High
EMP01204,Laki-laki,34.0,S2,Menikah,IT,0.8,Corporate,Tidak,9.8,0.3,7.2,8.9,1.9,7.3,2.9,8.1,7.9,7.8,8.8,3.0,1.0,Sangat Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP12534,Perempuan,23.0,SMA/SMK,Belum Menikah,Operations,8.1,Corporate,Ya,10.9,3.5,3.6,3.6,1.6,7.3,7.1,2.1,3.7,4.0,4.2,4.0,5.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,5.3,High
EMP08666,Perempuan,25.0,D3,Belum Menikah,Finance,4.0,Swasta,Ya,7.3,0.0,7.5,6.9,3.9,7.5,2.3,9.8,8.0,8.6,7.0,1.0,1.0,Sedang,Kadang,Pernah Depresi,Tidak Ada,Aman,,Low
EMP01533,Laki-laki,18.0,S2,Belum Menikah,Sales,12.5,Swasta,Ya,6.2,0.0,7.6,6.5,3.7,11.8,2.3,6.7,6.5,8.2,7.8,2.0,0.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,2.2,Low
EMP10988,Perempuan,32.0,S2,Belum Menikah,HR,0.1,Freelance,Tidak,11.0,3.8,3.5,3.0,0.1,8.9,8.1,4.3,1.8,2.6,2.8,5.0,6.0,Sedang,Ya,Kecemasan,Sakit Kepala,Tidak Aman,5.1,High
EMP11490,Perempuan,25.0,S1,Menikah,Product,2.4,Swasta,Ya,10.6,4.6,4.4,6.0,2.0,6.8,8.2,2.9,2.0,4.0,4.0,5.0,5.0,Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,6.9,High
EMP12766,Perempuan,35.0,SMA/SMK,Belum Menikah,IT,3.2,Startup,Ya,10.5,1.4,7.6,6.2,3.6,13.0,6.0,4.4,5.4,4.8,3.4,3.0,2.0,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Cukup Aman,6.2,Medium
EMP11847,Laki-laki,39.0,D3,Belum Menikah,Sales,5.0,Startup,Ya,7.3,0.7,7.4,9.9,2.2,8.3,5.0,7.3,7.1,6.2,6.6,2.0,0.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP14260,Laki-laki,30.0,S2,Belum Menikah,,0.6,Swasta,Tidak,8.2,0.1,7.0,7.9,1.9,9.0,2.3,8.0,5.2,6.1,8.0,1.0,0.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,1.1,Low
EMP15287,Laki-laki,22.0,S1,Belum Menikah,Sales,0.5,Swasta,Ya,9.0,1.6,6.6,6.5,1.4,5.5,6.1,5.8,3.6,5.3,7.4,5.0,2.0,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Aman,5.5,Medium
EMP01980,Perempuan,34.0,S2,Belum Menikah,Product,2.6,BUMN,Tidak,11.1,3.4,5.2,1.3,0.7,9.4,6.4,2.8,3.1,4.1,5.6,5.0,3.0,Berat,Tidak,Pernah Depresi,Nyeri Punggung,Cukup Aman,8.2,High
EMP15677,Laki-laki,22.0,S2,Belum Menikah,Product,3.2,Swasta,Hybrid,6.8,2.1,9.2,6.9,3.2,8.8,3.5,8.9,8.8,8.5,6.7,1.0,2.0,Sangat Ringan,Ya,Tidak Ada,Sakit Kepala,Sangat Aman,4.4,Low
EMP03010,Perempuan,35.0,S1,Menikah,Marketing,0.3,Corporate,Tidak,10.7,3.9,6.3,2.2,1.2,12.2,9.2,3.1,2.1,5.3,2.2,5.0,5.0,Berat,Kadang,Kecemasan,Sakit Kepala,Khawatir,6.4,High
EMP13832,Perempuan,21.0,S1,Menikah,Marketing,2.4,Startup,Tidak,7.2,0.0,6.5,4.9,4.2,10.3,3.8,5.1,8.1,6.1,5.8,2.0,2.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,1.0,Low
EMP17013,Laki-laki,25.0,SMA/SMK,Belum Menikah,IT,5.9,Freelance,Ya,4.9,0.5,7.1,6.9,3.2,10.4,3.2,9.5,8.0,6.1,8.6,3.0,1.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,2.9,Low
EMP02317,Perempuan,25.0,S1,Belum Menikah,IT,3.2,BUMN,Ya,5.9,0.4,8.0,5.6,2.9,5.4,3.7,5.7,6.9,6.9,7.5,1.0,2.0,Sangat Ringan,Kadang,Tidak Ada,,Cukup Aman,2.8,Low
EMP05668,Laki-laki,20.0,S1,Menikah,Sales,6.7,Freelance,Hybrid,9.9,1.5,5.4,5.4,0.7,9.7,6.1,4.6,5.3,7.4,5.0,2.0,2.0,Sedang,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,4.2,Medium
EMP13431,Laki-laki,27.0,SMA/SMK,Menikah,Product,1.4,Freelance,Ya,7.5,0.3,8.3,9.1,1.7,8.3,2.8,7.8,8.2,8.3,9.1,1.0,1.0,Sangat Ringan,Kadang,Pernah Depresi,Tidak Ada,Cukup Aman,2.3,Low
EMP05759,Perempuan,31.0,SMA/SMK,Menikah,Finance,5.7,Startup,Ya,13.5,3.2,,4.0,2.2,11.2,8.3,4.1,4.6,3.8,3.8,5.0,5.0,Sedang,Kadang,Kecemasan,Sakit Kepala,Tidak Aman,6.1,High
EMP07859,Laki-laki,22.0,D3,Menikah,Data,5.2,BUMN,Tidak,,1.0,8.0,7.1,5.5,8.8,3.2,8.0,7.8,7.5,6.5,3.38,1.0,Sedang,Tidak,Pernah Depresi,Sakit Kepala,Aman,1.4,Low
EMP15864,Perempuan,24.0,S1,Menikah,Engineering,4.9,Swasta,Tidak,8.0,0.1,7.5,8.3,1.5,11.7,2.6,7.3,9.2,6.4,7.8,2.0,2.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3.9,Low
EMP16150,Laki-laki,22.0,S2,Belum Menikah,Finance,1.1,BUMN,Hybrid,6.6,0.3,9.3,6.1,5.1,9.4,4.6,6.7,-,8.0,6.8,2.0,1.0,Ringan,Kadang,Pernah Depresi,Tidak Ada,Cukup Aman,1.3,Low
EMP05895,Perempuan,35.0,S1,Belum Menikah,HR,6.2,Swasta,Ya,6.4,0.0,8.5,9.4,4.2,7.5,tidak tahu,6.6,5.9,5.0,9.5,2.0,0.0,Sangat Ringan,Ya,Tidak Ada,Tidak Ada,Sangat Aman,1.4,Low
EMP02506,Laki-laki,31.0,D3,Belum Menikah,Data,1.7,Freelance,Ya,6.3,0.1,7.8,9.5,3.6,7.9,2.3,5.7,7.3,6.6,6.9,2.0,0.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP11969,Perempuan,18.0,SMA/SMK,Belum Menikah,Engineering,3.3,Startup,Tidak,8.3,0.0,8.5,7.0,3.4,3.1,2.3,6.7,5.6,8.5,8.2,1.0,2.0,Ringan,Ya,Pernah Depresi,Sakit Kepala,Aman,1.3,Low
EMP05128,Perempuan,22.0,S1,Belum Menikah,Sales,3.0,Startup,Tidak,11.3,1.5,5.1,7.0,2.3,5.9,5.4,3.5,5.0,4.3,6.0,1.0,3.0,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Cukup Aman,6.0,Medium
EMP10429,Perempuan,36.0,S2,Belum Menikah,Engineering,0.6,Swasta,Ya,10.0,1.4,5.9,5.3,1.7,5.1,7.0,5.0,5.9,5.3,5.9,3.0,3.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,3.5,Medium
EMP09926,Perempuan,21.0,S1,Menikah,Finance,1.3,BUMN,Ya,11.2,2.4,5.1,3.2,2.5,9.9,8.7,2.7,2.2,4.4,1.9,5.0,4.0,Sangat Berat,Kadang,Tidak Ada,Mata Lelah,Khawatir,5.8,High
EMP02523,Laki-laki,32.0,SMA/SMK,Belum Menikah,IT,0.6,BUMN,Ya,10.6,3.8,4.4,3.9,2.3,4.2,8.7,4.6,2.0,4.1,3.5,4.0,5.0,Sedang,Kadang,Tidak Ada,Nyeri Punggung,Khawatir,,High
EMP05487,Laki-laki,19.0,S2,Belum Menikah,,2.9,BUMN,Hybrid,10.2,0.6,7.5,4.6,2.8,7.7,7.9,6.2,6.7,5.8,4.5,5.0,2.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,7.4,Medium
EMP02764,Perempuan,30.0,S1,Belum Menikah,Data,6.4,BUMN,Tidak,9.4,0.9,6.6,5.4,3.9,7.0,5.3,5.4,4.8,4.4,5.9,3.0,2.0,Berat,Tidak,Tidak Ada,Nyeri Punggung,Aman,8.4,Medium
EMP06200,Laki-laki,27.0,S2,Belum Menikah,Sales,0.3,Startup,Ya,7.9,0.0,6.8,4.7,4.2,7.3,5.1,6.7,6.3,6.2,8.1,4.0,0.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Aman,1.8,Low
EMP08003,Perempuan,30.0,,Belum Menikah,Marketing,0.4,BUMN,Hybrid,6.2,0.6,8.6,7.3,4.5,5.4,3.2,8.7,7.5,5.7,7.4,1.0,2.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,2.7,Low
EMP06768,Laki-laki,21.0,S1,Menikah,IT,9.6,Freelance,Ya,8.3,2.3,6.1,4.8,2.1,7.2,5.3,2.9,7.3,6.6,5.1,3.0,4.0,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Aman,4.7,Medium
EMP11315,Perempuan,26.0,D3,Belum Menikah,IT,,,Ya,11.2,2.2,7.2,5.4,3.9,8.6,6.3,5.0,5.2,6.7,21.63,2.0,1.0,Sedang,Tidak,Tidak Ada,,,1.9,Medium
EMP03047,Perempuan,39.0,D3,Menikah,Sales,2.3,Corporate,Ya,12.5,2.9,4.0,2.7,0.5,7.7,8.7,2.9,2.9,4.8,4.2,5.0,4.0,Berat,Tidak,Pernah Depresi,Kelelahan,Tidak Aman,5.8,High
EMP03141,Laki-laki,34.0,S1,Belum Menikah,HR,1.9,Swasta,Ya,9.3,0.7,7.8,6.7,2.2,10.5,3.0,9.8,8.4,5.8,6.3,1.0,1.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Aman,2.5,Low
EMP06612,Laki-laki,21.0,S2,Menikah,Operations,0.1,Corporate,Tidak,11.1,3.9,5.3,3.9,1.8,5.3,8.6,4.8,3.3,3.5,2.9,6.0,6.0,Sangat Berat,Tidak,Kecemasan,Sakit Kepala,Tidak Aman,8.3,High
EMP00838,Perempuan,40.0,D3,Belum Menikah,IT,6.9,Corporate,Ya,7.7,1.3,7.6,5.7,3.0,10.1,3.7,8.0,7.2,7.7,9.6,1.0,0.0,Ringan,Kadang,TIDAK ADA,Sakit Kepala,Aman,6.1,Low
EMP06927,Laki-laki,28.0,S1,Belum Menikah,Data,3.3,Corporate,Tidak,11.4,1.9,5.0,4.2,1.0,5.0,9.6,2.2,3.5,5.4,4.4,4.0,3.0,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,5.4,High
EMP09831,Laki-laki,33.0,S1,Belum Menikah,Data,0.4,Swasta,Tidak,6.1,0.2,8.0,6.4,2.9,11.0,2.4,9.6,8.7,9.7,6.3,0.0,2.0,Sangat Ringan,Tidak,Pernah Depresi,Tidak Ada,Aman,N/A,Low
EMP14681,Perempuan,24.0,S2,Menikah,Operations,0.8,Corporate,Ya,10.4,2.3,5.7,5.2,2.1,7.1,7.9,2.6,3.5,4.2,3.4,5.0,4.0,Berat,Tidak,tidak ada,Mata Lelah,Cukup Aman,6.4,High
EMP12364,Laki-laki,25.0,S1,Belum Menikah,Product,3.9,Startup,Tidak,9.5,1.8,7.2,7.6,2.9,7.7,5.7,5.9,4.1,5.7,2.3,2.0,2.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,4.3,Medium
EMP01366,Laki-laki,19.0,S2,Belum Menikah,Marketing,6.2,Freelance,Ya,11.1,4.1,4.6,4.0,0.9,6.2,,2.8,5.8,4.2,2.2,7.0,4.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,5.1,High
EMP17175,Perempuan,35.0,S1,Belum Menikah,Product,0.8,Startup,Ya,10.0,0.8,17.2,5.2,1.3,7.2,6.8,5.8,6.8,5.8,7.5,2.0,1.0,Sedang,Ya,Tidak Ada,Sakit Kepala,Tidak Aman,6.0,Medium
EMP00122,Laki-laki,21.0,S2,Menikah,IT,2.3,Freelance,Hybrid,7.1,0.0,7.2,5.4,4.4,9.3,3.4,5.7,7.8,7.5,7.7,0.0,1.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Sangat Aman,2.6,Low
EMP13949,Perempuan,41.0,SMA/SMK,Menikah,IT,3.3,Corporate,Tidak,10.6,2.1,4.5,4.2,0.4,20.99,8.6,1.4,3.7,6.1,4.3,6.0,3.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,7.7,High
EMP12314,Laki-laki,28.0,S2,Menikah,IT,4.7,BUMN,Hybrid,7.4,0.0,6.1,,3.4,5.9,3.7,7.6,7.1,7.3,6.6,2.0,1.0,Sedang,Kadang,Pernah Depresi,Tidak Ada,Cukup Aman,5.1,Low
EMP09647,Perempuan,41.0,S1,Belum Menikah,HR,7.6,Swasta,Tidak,8.7,1.5,6.3,4.8,1.8,7.9,4.2,3.5,6.7,5.0,4.9,4.0,3.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,5.8,Medium
EMP06949,Perempuan,28.0,S1,Menikah,IT,6.6,BUMN,,6.7,0.5,8.3,7.8,2.0,7.5,5.7,9.2,9.0,6.9,7.1,1.0,2.0,Sedang,Kadang,Pernah Depresi,Tidak Ada,Aman,2.3,Low
EMP16246,Laki-laki,,D3,Menikah,Product,4.6,BUMN,Tidak,14.0,2.3,5.0,3.9,1.6,6.3,9.1,1.0,3.8,4.0,3.5,7.0,5.0,Berat,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,7.4,High
EMP08753,Perempuan,29.0,S1,Menikah,Engineering,3.7,Swasta,Tidak,7.1,0.0,6.5,8.4,1.4,10.1,4.4,7.6,7.5,5.1,6.2,3.0,1.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,1.1,Low
EMP09012,Perempuan,31.0,S1,Menikah,Operations,19.2,Swasta,Ya,9.8,3.6,3.0,3.6,0.1,3.6,8.2,3.6,4.3,5.1,5.6,5.0,4.0,Sedang,Ya,Tidak Ada,Kelelahan,Tidak Aman,20.33,High
EMP17449,Laki-laki,38.0,S1,Belum Menikah,Data,2.8,Swasta,Tidak,13.1,3.6,4.5,3.7,2.0,9.2,6.8,5.1,4.6,4.3,5.4,5.0,2.0,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Tidak Aman,7.7,High
EMP15262,laki-laki,37.0,S2,Belum Menikah,Engineering,2.9,Startup,Tidak,8.8,1.7,5.6,5.3,2.7,6.8,5.8,5.2,6.1,4.4,4.5,2.0,-,Berat,Tidak,Tidak Ada,Nyeri Punggung,Aman,7.3,Medium
EMP15314,Perempuan,26.0,S1,Belum Menikah,Product,0.9,Swasta,Tidak,6.4,0.0,7.3,8.0,4.0,10.1,3.2,5.5,8.7,4.7,5.7,0.0,0.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.3,Low
EMP09513,Laki-laki,28.0,S1,Menikah,Marketing,0.7,Swasta,Ya,11.0,3.5,5.2,5.3,1.7,5.7,7.7,2.3,1.9,4.8,1.1,5.0,3.0,Berat,Tidak,Tidak Ada,Mata Lelah,Khawatir,8.4,High
EMP07668,Perempuan,21.0,S1,Belum Menikah,Finance,1.9,Corporate,Hybrid,8.2,1.5,7.9,5.2,4.3,7.1,3.8,10.0,8.8,7.6,6.2,1.0,0.0,Sangat Ringan,Ya,Tidak Ada,Tidak Ada,Aman,3.3,Low
EMP10019,Laki-laki,21.0,,Belum Menikah,Product,5.9,Freelance,Ya,9.5,1.1,6.5,6.8,1.3,11.8,6.2,3.1,4.9,3.4,5.8,3.0,2.0,Berat,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,4.4,Medium
EMP01607,Perempuan,34.0,SMA/SMK,Belum Menikah,Engineering,2.1,Swasta,Hybrid,7.5,0.3,7.0,,2.0,6.4,5.4,6.1,5.3,6.6,4.9,3.0,3.0,Berat,Tidak,Tidak Ada,Tidak Ada,Aman,7.2,Medium
EMP01104,Laki-laki,27.0,S2,Menikah,Operations,2.3,Freelance,Hybrid,6.6,1.5,6.8,7.2,5.1,7.8,3.0,6.2,10.0,6.3,5.1,2.0,0.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,1.0,Low
EMP00407,Laki-laki,23.0,D3,Belum Menikah,Finance,0.6,Corporate,Hybrid,10.9,3.1,5.4,4.7,1.8,9.6,9.5,1.0,3.2,2.5,3.5,3.0,4.0,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,4.8,High
EMP14598,Perempuan,32.0,S2,Menikah,Marketing,1.9,Corporate,Hybrid,6.7,1.0,8.1,5.8,3.6,9.0,3.7,7.2,7.0,8.2,6.8,2.0,0.0,Ringan,Ya,Pernah Depresi,Tidak Ada,Aman,1.0,Low
EMP02926,Laki-laki,34.0,S2,Belum Menikah,Marketing,2.8,Freelance,Hybrid,12.5,3.1,5.1,4.0,1.1,7.4,9.4,1.9,3.0,4.1,3.7,5.0,3.0,Berat,Tidak,Tidak Ada,Kelelahan,Tidak Aman,8.1,High
EMP07419,Laki-laki,34.0,S1,Menikah,Data,2.8,Startup,Tidak,6.5,0.7,9.3,7.9,6.3,8.2,4.5,7.9,8.3,6.7,8.0,1.0,1.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Sangat Aman,3.0,Low
EMP17222,Laki-laki,26.0,SMA/SMK,Belum Menikah,HR,0.4,Freelance,Ya,12.3,3.8,3.6,2.0,0.0,5.7,7.4,3.2,4.4,3.7,2.0,5.0,4.0,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,6.4,High
EMP03972,Laki-laki,25.0,SMA/SMK,Belum Menikah,Data,4.0,Swasta,Hybrid,11.6,4.8,5.3,4.6,0.6,7.3,8.1,2.5,1.6,3.7,3.6,5.0,5.0,Sangat Berat,Tidak,Kecemasan,Kelelahan,Tidak Aman,6.2,High
EMP09479,Laki-laki,23.0,D3,Menikah,IT,2.7,BUMN,Ya,9.7,2.2,6.2,6.5,3.8,7.8,6.4,7.0,7.7,5.8,6.6,2.0,2.0,Sedang,Ya,Pernah Depresi,Tidak Ada,Cukup Aman,3.2,Medium
EMP04055,Laki-laki,26.0,S1,Menikah,Finance,3.5,Startup,Tidak,9.1,1.0,6.3,6.5,1.9,10.8,7.3,6.5,5.3,5.6,4.1,3.0,4.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,5.6,Medium
EMP07538,Perempuan,24.0,SMA/SMK,Belum Menikah,Data,7.2,Swasta,Tidak,10.4,3.0,3.7,4.1,1.6,12.1,8.7,3.8,5.6,3.8,tidak tahu,4.0,4.0,Sangat Berat,Ya,Pernah Depresi,Mata Lelah,Tidak Aman,7.1,High
